init_node,term_node,a0,a1
59,605,0.034506800000000004,2.4984488536445204e-20
60,606,0.034506800000000004,2.4984488536445204e-20
61,607,0.034506800000000004,2.4984488536445204e-20
62,608,0.034506800000000004,2.4984488536445204e-20
63,609,0.034506800000000004,2.4984488536445204e-20
64,610,0.034506800000000004,2.4984488536445204e-20
65,611,0.034506800000000004,2.4984488536445204e-20
66,612,0.034506800000000004,2.4984488536445204e-20
67,613,0.034506800000000004,2.4984488536445204e-20
68,614,0.034506800000000004,2.4984488536445204e-20
69,615,0.034506800000000004,2.4984488536445204e-20
70,616,0.034506800000000004,2.4984488536445204e-20
71,617,0.034506800000000004,2.4984488536445204e-20
72,618,0.034506800000000004,2.4984488536445204e-20
73,619,0.034506800000000004,2.4984488536445204e-20
74,620,0.034506800000000004,2.4984488536445204e-20
75,621,0.034506800000000004,2.4984488536445204e-20
76,622,0.034506800000000004,2.4984488536445204e-20
77,623,0.034506800000000004,2.4984488536445204e-20
78,624,0.034506800000000004,2.4984488536445204e-20
79,625,0.034506800000000004,2.4984488536445204e-20
80,626,0.034506800000000004,2.4984488536445204e-20
81,627,0.034506800000000004,2.4984488536445204e-20
82,628,0.034506800000000004,2.4984488536445204e-20
83,629,0.034506800000000004,2.4984488536445204e-20
84,630,0.034506800000000004,2.4984488536445204e-20
85,631,0.034506800000000004,2.4984488536445204e-20
86,632,0.034506800000000004,2.4984488536445204e-20
87,633,0.034506800000000004,2.4984488536445204e-20
88,634,0.034506800000000004,2.4984488536445204e-20
89,635,0.034506800000000004,2.4984488536445204e-20
90,636,0.034506800000000004,2.4984488536445204e-20
91,637,0.034506800000000004,2.4984488536445204e-20
92,638,0.034506800000000004,2.4984488536445204e-20
93,639,0.034506800000000004,2.4984488536445204e-20
94,640,0.034506800000000004,2.4984488536445204e-20
95,641,0.034506800000000004,2.4984488536445204e-20
96,642,0.034506800000000004,2.4984488536445204e-20
97,643,0.034506800000000004,2.4984488536445204e-20
98,644,0.034506800000000004,2.4984488536445204e-20
99,645,0.034506800000000004,2.4984488536445204e-20
100,646,0.034506800000000004,2.4984488536445204e-20
101,647,0.034506800000000004,2.4984488536445204e-20
102,648,0.034506800000000004,2.4984488536445204e-20
103,649,0.034506800000000004,2.4984488536445204e-20
104,650,0.034506800000000004,2.4984488536445204e-20
105,651,0.034506800000000004,2.4984488536445204e-20
106,652,0.034506800000000004,2.4984488536445204e-20
107,653,0.034506800000000004,2.4984488536445204e-20
108,654,0.034506800000000004,2.4984488536445204e-20
109,655,0.034506800000000004,2.4984488536445204e-20
110,656,0.034506800000000004,2.4984488536445204e-20
111,657,0.034506800000000004,2.4984488536445204e-20
112,658,0.034506800000000004,2.4984488536445204e-20
113,659,0.034506800000000004,2.4984488536445204e-20
114,660,0.034506800000000004,2.4984488536445204e-20
115,661,0.034506800000000004,2.4984488536445204e-20
116,662,0.034506800000000004,2.4984488536445204e-20
117,663,0.034506800000000004,2.4984488536445204e-20
118,664,0.034506800000000004,2.4984488536445204e-20
119,665,0.034506800000000004,2.4984488536445204e-20
120,666,0.034506800000000004,2.4984488536445204e-20
121,667,0.034506800000000004,2.4984488536445204e-20
122,668,0.034506800000000004,2.4984488536445204e-20
123,669,0.034506800000000004,2.4984488536445204e-20
124,670,0.034506800000000004,2.4984488536445204e-20
125,671,0.034506800000000004,2.4984488536445204e-20
126,672,0.034506800000000004,2.4984488536445204e-20
127,673,0.034506800000000004,2.4984488536445204e-20
128,674,0.034506800000000004,2.4984488536445204e-20
129,675,0.034506800000000004,2.4984488536445204e-20
130,676,0.034506800000000004,2.4984488536445204e-20
131,677,0.034506800000000004,2.4984488536445204e-20
132,678,0.034506800000000004,2.4984488536445204e-20
133,679,0.034506800000000004,2.4984488536445204e-20
134,680,0.034506800000000004,2.4984488536445204e-20
135,681,0.034506800000000004,2.4984488536445204e-20
136,682,0.034506800000000004,2.4984488536445204e-20
137,683,0.034506800000000004,2.4984488536445204e-20
138,684,0.034506800000000004,2.4984488536445204e-20
139,685,0.034506800000000004,2.4984488536445204e-20
140,686,0.034506800000000004,2.4984488536445204e-20
141,687,0.034506800000000004,2.4984488536445204e-20
142,688,0.034506800000000004,2.4984488536445204e-20
143,689,0.034506800000000004,2.4984488536445204e-20
144,690,0.034506800000000004,2.4984488536445204e-20
145,691,0.034506800000000004,2.4984488536445204e-20
146,692,0.034506800000000004,2.4984488536445204e-20
147,693,0.034506800000000004,2.4984488536445204e-20
148,694,0.034506800000000004,2.4984488536445204e-20
149,695,0.034506800000000004,2.4984488536445204e-20
150,696,0.034506800000000004,2.4984488536445204e-20
151,697,0.034506800000000004,2.4984488536445204e-20
152,698,0.034506800000000004,2.4984488536445204e-20
153,699,0.034506800000000004,2.4984488536445204e-20
154,700,0.034506800000000004,2.4984488536445204e-20
155,701,0.034506800000000004,2.4984488536445204e-20
156,702,0.034506800000000004,2.4984488536445204e-20
157,703,0.034506800000000004,2.4984488536445204e-20
158,704,0.034506800000000004,2.4984488536445204e-20
159,705,0.034506800000000004,2.4984488536445204e-20
160,706,0.034506800000000004,2.4984488536445204e-20
161,707,0.034506800000000004,2.4984488536445204e-20
162,708,0.034506800000000004,2.4984488536445204e-20
163,709,0.034506800000000004,2.4984488536445204e-20
164,710,0.034506800000000004,2.4984488536445204e-20
165,711,0.034506800000000004,2.4984488536445204e-20
166,712,0.034506800000000004,2.4984488536445204e-20
167,713,0.034506800000000004,2.4984488536445204e-20
168,714,0.034506800000000004,2.4984488536445204e-20
169,715,0.034506800000000004,2.4984488536445204e-20
170,716,0.034506800000000004,2.4984488536445204e-20
171,717,0.034506800000000004,2.4984488536445204e-20
172,718,0.034506800000000004,2.4984488536445204e-20
173,719,0.034506800000000004,2.4984488536445204e-20
174,720,0.034506800000000004,2.4984488536445204e-20
175,721,0.034506800000000004,2.4984488536445204e-20
176,722,0.034506800000000004,2.4984488536445204e-20
177,723,0.034506800000000004,2.4984488536445204e-20
178,724,0.034506800000000004,2.4984488536445204e-20
179,725,0.034506800000000004,2.4984488536445204e-20
180,726,0.034506800000000004,2.4984488536445204e-20
181,727,0.034506800000000004,2.4984488536445204e-20
182,728,0.034506800000000004,2.4984488536445204e-20
183,729,0.034506800000000004,2.4984488536445204e-20
184,730,0.034506800000000004,2.4984488536445204e-20
185,731,0.034506800000000004,2.4984488536445204e-20
186,732,0.034506800000000004,2.4984488536445204e-20
187,733,0.034506800000000004,2.4984488536445204e-20
188,734,0.034506800000000004,2.4984488536445204e-20
189,735,0.034506800000000004,2.4984488536445204e-20
190,736,0.034506800000000004,2.4984488536445204e-20
191,737,0.034506800000000004,2.4984488536445204e-20
192,738,0.034506800000000004,2.4984488536445204e-20
193,739,0.034506800000000004,2.4984488536445204e-20
194,740,0.034506800000000004,2.4984488536445204e-20
195,741,0.034506800000000004,2.4984488536445204e-20
196,742,0.034506800000000004,2.4984488536445204e-20
197,743,0.034506800000000004,2.4984488536445204e-20
198,744,0.034506800000000004,2.4984488536445204e-20
199,745,0.034506800000000004,2.4984488536445204e-20
200,746,0.034506800000000004,2.4984488536445204e-20
201,747,0.034506800000000004,2.4984488536445204e-20
202,748,0.034506800000000004,2.4984488536445204e-20
203,749,0.034506800000000004,2.4984488536445204e-20
204,750,0.034506800000000004,2.4984488536445204e-20
205,751,0.034506800000000004,2.4984488536445204e-20
206,752,0.034506800000000004,2.4984488536445204e-20
207,753,0.034506800000000004,2.4984488536445204e-20
208,754,0.034506800000000004,2.4984488536445204e-20
209,755,0.034506800000000004,2.4984488536445204e-20
210,756,0.034506800000000004,2.4984488536445204e-20
211,757,0.034506800000000004,2.4984488536445204e-20
212,758,0.034506800000000004,2.4984488536445204e-20
213,759,0.034506800000000004,2.4984488536445204e-20
214,760,0.034506800000000004,2.4984488536445204e-20
215,761,0.034506800000000004,2.4984488536445204e-20
216,762,0.034506800000000004,2.4984488536445204e-20
217,763,0.034506800000000004,2.4984488536445204e-20
218,764,0.034506800000000004,2.4984488536445204e-20
219,765,0.034506800000000004,2.4984488536445204e-20
220,766,0.034506800000000004,2.4984488536445204e-20
221,767,0.034506800000000004,2.4984488536445204e-20
222,768,0.034506800000000004,2.4984488536445204e-20
223,769,0.034506800000000004,2.4984488536445204e-20
224,770,0.034506800000000004,2.4984488536445204e-20
225,771,0.034506800000000004,2.4984488536445204e-20
226,772,0.034506800000000004,2.4984488536445204e-20
227,773,0.034506800000000004,2.4984488536445204e-20
228,774,0.034506800000000004,2.4984488536445204e-20
229,775,0.034506800000000004,2.4984488536445204e-20
230,776,0.034506800000000004,2.4984488536445204e-20
231,777,0.034506800000000004,2.4984488536445204e-20
232,778,0.034506800000000004,2.4984488536445204e-20
233,779,0.034506800000000004,2.4984488536445204e-20
234,780,0.034506800000000004,2.4984488536445204e-20
235,781,0.034506800000000004,2.4984488536445204e-20
236,782,0.034506800000000004,2.4984488536445204e-20
237,783,0.034506800000000004,2.4984488536445204e-20
238,784,0.034506800000000004,2.4984488536445204e-20
239,785,0.034506800000000004,2.4984488536445204e-20
240,786,0.034506800000000004,2.4984488536445204e-20
241,787,0.034506800000000004,2.4984488536445204e-20
242,788,0.034506800000000004,2.4984488536445204e-20
243,789,0.034506800000000004,2.4984488536445204e-20
244,790,0.034506800000000004,2.4984488536445204e-20
245,791,0.034506800000000004,2.4984488536445204e-20
246,792,0.034506800000000004,2.4984488536445204e-20
247,793,0.034506800000000004,2.4984488536445204e-20
248,794,0.034506800000000004,2.4984488536445204e-20
249,795,0.034506800000000004,2.4984488536445204e-20
250,796,0.034506800000000004,2.4984488536445204e-20
251,797,0.034506800000000004,2.4984488536445204e-20
252,798,0.034506800000000004,2.4984488536445204e-20
253,799,0.034506800000000004,2.4984488536445204e-20
254,800,0.034506800000000004,2.4984488536445204e-20
255,801,0.034506800000000004,2.4984488536445204e-20
256,802,0.034506800000000004,2.4984488536445204e-20
257,803,0.034506800000000004,2.4984488536445204e-20
258,804,0.034506800000000004,2.4984488536445204e-20
259,805,0.034506800000000004,2.4984488536445204e-20
260,806,0.034506800000000004,2.4984488536445204e-20
261,807,0.034506800000000004,2.4984488536445204e-20
262,808,0.034506800000000004,2.4984488536445204e-20
263,809,0.034506800000000004,2.4984488536445204e-20
264,810,0.034506800000000004,2.4984488536445204e-20
265,811,0.034506800000000004,2.4984488536445204e-20
266,812,0.034506800000000004,2.4984488536445204e-20
267,813,0.034506800000000004,2.4984488536445204e-20
268,814,0.034506800000000004,2.4984488536445204e-20
269,815,0.034506800000000004,2.4984488536445204e-20
270,816,0.034506800000000004,2.4984488536445204e-20
271,817,0.034506800000000004,2.4984488536445204e-20
272,818,0.034506800000000004,2.4984488536445204e-20
273,819,0.034506800000000004,2.4984488536445204e-20
274,820,0.034506800000000004,2.4984488536445204e-20
275,821,0.034506800000000004,2.4984488536445204e-20
276,822,0.034506800000000004,2.4984488536445204e-20
277,823,0.034506800000000004,2.4984488536445204e-20
278,824,0.034506800000000004,2.4984488536445204e-20
279,825,0.034506800000000004,2.4984488536445204e-20
280,826,0.034506800000000004,2.4984488536445204e-20
281,827,0.034506800000000004,2.4984488536445204e-20
282,828,0.034506800000000004,2.4984488536445204e-20
283,829,0.034506800000000004,2.4984488536445204e-20
284,830,0.034506800000000004,2.4984488536445204e-20
285,831,0.034506800000000004,2.4984488536445204e-20
286,832,0.034506800000000004,2.4984488536445204e-20
287,833,0.034506800000000004,2.4984488536445204e-20
288,834,0.034506800000000004,2.4984488536445204e-20
289,835,0.034506800000000004,2.4984488536445204e-20
290,836,0.034506800000000004,2.4984488536445204e-20
291,837,0.034506800000000004,2.4984488536445204e-20
292,838,0.034506800000000004,2.4984488536445204e-20
293,839,0.034506800000000004,2.4984488536445204e-20
294,840,0.034506800000000004,2.4984488536445204e-20
295,841,0.034506800000000004,2.4984488536445204e-20
296,842,0.034506800000000004,2.4984488536445204e-20
297,843,0.034506800000000004,2.4984488536445204e-20
298,844,0.034506800000000004,2.4984488536445204e-20
299,845,0.034506800000000004,2.4984488536445204e-20
300,846,0.034506800000000004,2.4984488536445204e-20
301,847,0.034506800000000004,2.4984488536445204e-20
302,848,0.034506800000000004,2.4984488536445204e-20
303,849,0.034506800000000004,2.4984488536445204e-20
304,850,0.034506800000000004,2.4984488536445204e-20
305,851,0.034506800000000004,2.4984488536445204e-20
306,852,0.034506800000000004,2.4984488536445204e-20
307,853,0.034506800000000004,2.4984488536445204e-20
308,854,0.034506800000000004,2.4984488536445204e-20
309,855,0.034506800000000004,2.4984488536445204e-20
310,856,0.034506800000000004,2.4984488536445204e-20
311,857,0.034506800000000004,2.4984488536445204e-20
312,858,0.034506800000000004,2.4984488536445204e-20
313,859,0.034506800000000004,2.4984488536445204e-20
314,860,0.034506800000000004,2.4984488536445204e-20
315,861,0.034506800000000004,2.4984488536445204e-20
316,862,0.034506800000000004,2.4984488536445204e-20
317,863,0.034506800000000004,2.4984488536445204e-20
318,864,0.034506800000000004,2.4984488536445204e-20
319,865,0.034506800000000004,2.4984488536445204e-20
320,866,0.034506800000000004,2.4984488536445204e-20
321,867,0.034506800000000004,2.4984488536445204e-20
322,868,0.034506800000000004,2.4984488536445204e-20
323,869,0.034506800000000004,2.4984488536445204e-20
324,870,0.034506800000000004,2.4984488536445204e-20
325,871,0.034506800000000004,2.4984488536445204e-20
326,872,0.034506800000000004,2.4984488536445204e-20
327,873,0.034506800000000004,2.4984488536445204e-20
328,874,0.034506800000000004,2.4984488536445204e-20
329,875,0.034506800000000004,2.4984488536445204e-20
330,876,0.034506800000000004,2.4984488536445204e-20
331,877,0.034506800000000004,2.4984488536445204e-20
332,878,0.034506800000000004,2.4984488536445204e-20
333,879,0.034506800000000004,2.4984488536445204e-20
334,880,0.034506800000000004,2.4984488536445204e-20
335,881,0.034506800000000004,2.4984488536445204e-20
336,882,0.034506800000000004,2.4984488536445204e-20
337,883,0.034506800000000004,2.4984488536445204e-20
338,884,0.034506800000000004,2.4984488536445204e-20
339,885,0.034506800000000004,2.4984488536445204e-20
340,886,0.034506800000000004,2.4984488536445204e-20
341,887,0.034506800000000004,2.4984488536445204e-20
342,888,0.034506800000000004,2.4984488536445204e-20
343,889,0.034506800000000004,2.4984488536445204e-20
344,890,0.034506800000000004,2.4984488536445204e-20
345,891,0.034506800000000004,2.4984488536445204e-20
346,892,0.034506800000000004,2.4984488536445204e-20
347,893,0.034506800000000004,2.4984488536445204e-20
348,894,0.034506800000000004,2.4984488536445204e-20
349,895,0.034506800000000004,2.4984488536445204e-20
350,896,0.034506800000000004,2.4984488536445204e-20
351,897,0.034506800000000004,2.4984488536445204e-20
352,898,0.034506800000000004,2.4984488536445204e-20
353,899,0.034506800000000004,2.4984488536445204e-20
354,900,0.034506800000000004,2.4984488536445204e-20
355,901,0.034506800000000004,2.4984488536445204e-20
356,902,0.034506800000000004,2.4984488536445204e-20
357,903,0.034506800000000004,2.4984488536445204e-20
358,904,0.034506800000000004,2.4984488536445204e-20
359,905,0.034506800000000004,2.4984488536445204e-20
360,906,0.034506800000000004,2.4984488536445204e-20
361,907,0.034506800000000004,2.4984488536445204e-20
362,908,0.034506800000000004,2.4984488536445204e-20
363,909,0.034506800000000004,2.4984488536445204e-20
364,910,0.034506800000000004,2.4984488536445204e-20
365,911,0.034506800000000004,2.4984488536445204e-20
366,912,0.034506800000000004,2.4984488536445204e-20
367,913,0.034506800000000004,2.4984488536445204e-20
368,914,0.034506800000000004,2.4984488536445204e-20
369,915,0.034506800000000004,2.4984488536445204e-20
370,916,0.034506800000000004,2.4984488536445204e-20
371,917,0.034506800000000004,2.4984488536445204e-20
372,918,0.034506800000000004,2.4984488536445204e-20
373,919,0.034506800000000004,2.4984488536445204e-20
374,920,0.034506800000000004,2.4984488536445204e-20
375,921,0.034506800000000004,2.4984488536445204e-20
376,922,0.034506800000000004,2.4984488536445204e-20
377,923,0.034506800000000004,2.4984488536445204e-20
378,924,0.034506800000000004,2.4984488536445204e-20
379,925,0.034506800000000004,2.4984488536445204e-20
380,926,0.034506800000000004,2.4984488536445204e-20
381,927,0.034506800000000004,2.4984488536445204e-20
382,928,0.034506800000000004,2.4984488536445204e-20
383,929,0.034506800000000004,2.4984488536445204e-20
384,930,0.034506800000000004,2.4984488536445204e-20
385,931,0.034506800000000004,2.4984488536445204e-20
386,932,0.034506800000000004,2.4984488536445204e-20
387,933,0.034506800000000004,2.4984488536445204e-20
388,390,11.571871999999999,9.995835068721369e-16
388,391,6.234287200000001,9.995835068721369e-16
388,708,2.9725463999999997,9.375000000000001e-15
388,802,4.9570472,9.375000000000001e-15
389,390,4.5280224,1.5000000000000002e-13
389,801,9.8803876,3.840000000000001e-15
389,914,4.092076,3.840000000000001e-15
390,388,11.571871999999999,9.995835068721369e-16
390,389,4.5280224,1.5000000000000002e-13
390,925,7.212408399999999,9.995835068721369e-16
391,388,6.234287200000001,9.995835068721369e-16
391,392,4.402348,9.995835068721369e-16
391,709,0.5807732,1.8518518518518513e-15
391,715,6.5486548,1.8518518518518513e-15
392,391,4.402348,9.995835068721369e-16
392,393,2.6580236,9.995835068721369e-16
392,713,1.117,1.5000000000000002e-13
392,717,3.0441864,1.5000000000000002e-13
393,392,2.6580236,9.995835068721369e-16
393,394,3.544464,2.4000000000000005e-16
393,712,2.7283812000000003,9.995835068721369e-16
393,716,1.8945216,9.995835068721369e-16
394,393,3.544464,2.4000000000000005e-16
394,395,2.5103128,2.4000000000000005e-16
394,584,5.1608979999999995,2.4000000000000003e-12
394,601,1.7724956,2.4000000000000003e-12
395,394,2.5103128,2.4000000000000005e-16
395,396,3.7842887999999997,2.4000000000000005e-16
395,584,4.0349544,9.995835068721369e-16
395,600,1.3931876,9.995835068721369e-16
396,395,3.7842887999999997,2.4000000000000005e-16
396,397,2.188118,2.4000000000000005e-16
397,396,2.188118,2.4000000000000005e-16
397,398,2.4470912,2.4000000000000005e-16
397,588,3.12004,1.8518518518518513e-15
397,604,1.3241904,1.8518518518518513e-15
398,397,2.4470912,2.4000000000000005e-16
398,399,0.7451211999999999,2.4000000000000005e-16
398,400,2.1882324,8.403067119498618e-17
398,403,3.17224,3.6621093750000004e-17
399,398,0.7451211999999999,2.4000000000000005e-16
399,537,4.4373752,2.4000000000000005e-16
399,604,3.3879704,6.247396917950855e-17
399,609,0.9345600000000001,6.247396917950855e-17
400,398,2.1882324,8.403067119498618e-17
400,401,4.2282212,2.4000000000000005e-16
400,587,0.9203892,2.4000000000000003e-12
400,609,6.8203076,2.4000000000000003e-12
401,400,4.2282212,2.4000000000000005e-16
401,402,1.750016,2.4000000000000005e-16
401,585,1.7400187999999999,1.157407407407407e-16
401,590,1.8988172,1.157407407407407e-16
402,401,1.750016,2.4000000000000005e-16
403,398,3.17224,3.6621093750000004e-17
403,404,3.3801807999999998,8.403067119498618e-17
403,606,2.8881243999999997,2.962962962962962e-14
403,611,2.1471595999999997,2.962962962962962e-14
404,403,3.3801807999999998,8.403067119498618e-17
404,405,1.0866812000000001,2.4000000000000005e-16
404,675,3.2017276000000003,1.639232292876169e-16
404,680,1.334418,1.639232292876169e-16
405,404,1.0866812000000001,2.4000000000000005e-16
405,406,2.6174663999999996,2.4000000000000005e-16
405,488,1.048114,2.4000000000000005e-16
406,405,2.6174663999999996,2.4000000000000005e-16
406,407,3.4320244,2.4000000000000005e-16
406,677,2.0328268,1.8518518518518513e-15
406,682,2.5381784,1.8518518518518513e-15
407,406,3.4320244,2.4000000000000005e-16
407,408,3.3677536,2.4000000000000005e-16
407,687,1.7428268,8.403067119498618e-17
407,692,2.5682384000000003,8.403067119498618e-17
408,407,3.3677536,2.4000000000000005e-16
408,409,2.2465788,2.4000000000000005e-16
408,689,2.2319792,9.375000000000001e-15
408,694,2.1941356,9.375000000000001e-15
409,408,2.2465788,2.4000000000000005e-16
409,410,4.0732136,2.4000000000000005e-16
409,538,1.5263316,2.4000000000000005e-16
409,539,2.9621892,2.4000000000000005e-16
410,409,4.0732136,2.4000000000000005e-16
410,411,2.8396596,9.995835068721369e-16
410,690,3.0124784,9.375000000000001e-15
410,700,1.1154744,9.375000000000001e-15
411,410,2.8396596,9.995835068721369e-16
411,412,2.847526,9.995835068721369e-16
411,685,3.1567636,1.157407407407407e-16
411,695,1.0654744,1.157407407407407e-16
412,411,2.847526,9.995835068721369e-16
412,413,2.7249132,9.995835068721369e-16
413,412,2.7249132,9.995835068721369e-16
413,414,2.732346,9.995835068721369e-16
413,730,3.4768096,5.859375000000001e-16
413,734,0.6748832,5.859375000000001e-16
414,413,2.732346,9.995835068721369e-16
414,415,4.27495,9.995835068721369e-16
414,731,3.4180244,9.995835068721369e-16
414,735,0.5654744,9.995835068721369e-16
415,414,4.27495,9.995835068721369e-16
415,416,5.9161984,9.995835068721369e-16
415,727,4.969786,9.995835068721369e-16
415,733,3.0802531999999996,9.995835068721369e-16
416,415,5.9161984,9.995835068721369e-16
416,417,5.373762800000001,9.995835068721369e-16
416,726,1.6218036,9.375000000000001e-15
416,732,5.438054800000001,9.375000000000001e-15
417,416,5.373762800000001,9.995835068721369e-16
417,732,10.1678872,9.995835068721369e-16
417,913,3.5750844,9.995835068721369e-16
417,926,6.5508064,9.995835068721369e-16
418,419,5.490263199999999,2.4000000000000005e-16
418,921,3.9535191999999997,9.375000000000001e-15
418,922,4.9401188,9.375000000000001e-15
418,923,9.395668,2.4000000000000005e-16
419,418,5.490263199999999,2.4000000000000005e-16
419,420,4.6625592,2.4000000000000005e-16
419,739,5.2065092,2.962962962962962e-14
419,743,1.5051071999999999,2.962962962962962e-14
420,419,4.6625592,2.4000000000000005e-16
420,421,3.4088356,2.4000000000000005e-16
420,751,2.6700399999999997,1.8518518518518513e-15
420,752,1.7162731999999998,1.8518518518518513e-15
421,420,3.4088356,2.4000000000000005e-16
421,422,3.6600775999999997,2.4000000000000005e-16
421,753,0.9989652,9.375000000000001e-15
421,754,2.9334032,9.375000000000001e-15
422,421,3.6600775999999997,2.4000000000000005e-16
422,423,3.222346,2.4000000000000005e-16
422,762,0.8944,1.5000000000000002e-13
422,766,3.7320244,1.5000000000000002e-13
423,422,3.222346,2.4000000000000005e-16
423,424,3.5539608,2.4000000000000005e-16
423,764,0.6278204,1.5000000000000002e-13
423,767,4.2198484,1.5000000000000002e-13
424,423,3.5539608,2.4000000000000005e-16
424,425,3.4327056000000002,2.4000000000000005e-16
424,773,1.32728,1.5000000000000002e-13
424,777,3.8531980000000003,1.5000000000000002e-13
425,424,3.4327056000000002,2.4000000000000005e-16
425,426,1.7714376,2.4000000000000005e-16
425,775,2.6790156,9.375000000000001e-15
425,779,1.5494436,9.375000000000001e-15
426,425,1.7714376,2.4000000000000005e-16
426,427,1.148192,9.995835068721369e-16
426,441,4.9961032,2.4000000000000005e-16
427,426,1.148192,9.995835068721369e-16
427,428,3.6296876,9.995835068721369e-16
427,594,1.459784,6.247396917950855e-17
427,779,2.7529727999999998,6.247396917950855e-17
428,427,3.6296876,9.995835068721369e-16
428,429,0.80728,9.995835068721369e-16
428,431,1.078192,2.4000000000000005e-16
429,428,0.80728,9.995835068721369e-16
429,430,0.6540312,9.995835068721369e-16
429,593,2.4300188,8.403067119498618e-17
429,778,2.8658768,8.403067119498618e-17
430,429,0.6540312,9.995835068721369e-16
431,428,1.078192,2.4000000000000005e-16
431,432,3.6488356,2.4000000000000005e-16
431,593,1.29728,5.859375000000001e-16
431,597,3.0071416,5.859375000000001e-16
432,431,3.6488356,2.4000000000000005e-16
432,433,2.7151912,2.4000000000000005e-16
432,595,3.2266436,3.6579789666209426e-16
432,599,1.3925420000000002,3.6579789666209426e-16
433,432,2.7151912,2.4000000000000005e-16
433,434,2.4304832000000003,2.4000000000000005e-16
433,616,3.5119743999999997,1.8416064947322385e-17
433,617,1.5305732,1.8416064947322385e-17
434,433,2.4304832000000003,2.4000000000000005e-16
434,435,3.1742367999999996,2.4000000000000005e-16
434,618,4.2468096,2.286236854138089e-17
434,619,0.6754744,2.286236854138089e-17
435,434,3.1742367999999996,2.4000000000000005e-16
435,436,1.9914299999999998,2.4000000000000005e-16
435,552,0.9423892,3.6579789666209426e-16
435,554,4.0004228,3.6579789666209426e-16
436,435,1.9914299999999998,2.4000000000000005e-16
436,437,3.1902328,2.4000000000000005e-16
436,496,1.058114,2.286236854138089e-17
437,436,3.1902328,2.4000000000000005e-16
437,438,4.2919868,2.4000000000000005e-16
437,554,0.66148,5.859375000000001e-16
437,556,7.312862399999999,5.859375000000001e-16
438,437,4.2919868,2.4000000000000005e-16
438,439,2.48784,2.4000000000000005e-16
438,535,8.4536388,8.403067119498618e-17
438,536,2.18437,2.4000000000000005e-16
438,540,1.7402636,9.995835068721369e-16
439,438,2.48784,2.4000000000000005e-16
439,440,2.6227199999999997,2.4000000000000005e-16
439,614,2.8135192,1.157407407407407e-16
439,615,1.971056,1.157407407407407e-16
440,439,2.6227199999999997,2.4000000000000005e-16
440,441,2.7276304,2.4000000000000005e-16
