init_node,term_node,flow,travel time
180,179,870.4696522158198,1.908372477104158
181,180,870.4696522158198,0.2726246395863083
181,307,3246.76721705729,1.2634231812661327
182,181,4117.23686927311,0.15506766135795666
183,182,4117.23686927311,0.39889529694264586
184,92,2089.9947921313624,0.3337126385161886
184,112,2255.7126491722556,0.33384271747679345
184,183,2620.3887485018436,0.3936410014071737
185,184,6966.096189805461,0.842716161181579
186,185,6966.096189805461,0.4462405073262943
187,186,5414.276424350845,0.2860039663523895
187,272,172.51253703993785,0.5000063487557833
188,187,5586.788961390786,0.944019440968288
189,188,5586.788961390786,0.8173507815391433
190,63,7725.924397566686,0.3994449776224521
190,85,1.6364468285365465,0.3333333330000002
191,190,7727.5608443952215,0.9279662306924725
192,191,7727.5608443952215,1.0717774817394048
193,192,7274.670476545057,0.3151039070059764
193,271,1508.828581445083,0.5359487097396969
194,193,8783.499057990142,0.5220628058844412
195,194,8783.499057990142,0.9859050365163847
196,92,808.4044431911049,0.33334125710438894
196,112,0.0,0.333333333
196,195,5263.972423498455,0.40925796964597627
197,196,6072.37686668956,0.42212375132188384
198,197,6072.37686668956,0.16409755497955614
199,198,3754.605049945119,0.2755985862871043
199,306,0.6888350223767511,0.5000000000000019
200,199,3755.2938849674956,1.9292060787001917
201,200,3511.9290619503136,0.274896526281296
201,335,171.42180556681427,0.5000061826905787
202,201,3683.350867517128,0.8261336067705658
203,202,3683.350867517128,0.2753778689235219
203,359,1954.6894457237283,0.6091255683220544
204,203,5638.040313240857,0.8642918708467235
205,204,5160.561998234849,0.2835005090106031
205,376,2.547270929429817,0.5000000000003497
206,205,5163.109269164278,0.23820210710663245
207,206,5163.109269164278,0.5217249033232872
208,207,5163.109269164278,0.29490666593395815
209,208,2266.761998234846,0.06556721158332575
209,392,2470.14943296627,0.7524036792038048
210,209,4736.911431201119,0.35866535896310314
210,250,2140.235186617671,0.33372372100289555
211,210,6877.146617818795,0.8697626070527545
212,211,4824.6361658215965,0.28086144534486185
212,408,1751.9638341784048,0.5672584406639688
213,212,6576.600000000001,1.20431978411548
214,7,4983.600000000002,1.1058366016885115
215,214,4983.600000000002,1.1058366016885115
216,215,2190.4558943615866,0.3928150648847018
217,169,2208.3120609237326,0.33377585361069634
217,216,1962.6835862172748,0.5890060251836344
218,217,4170.995647141009,0.28552272720826805
218,392,429.91406848705674,0.5002439137595621
219,218,4600.909715628065,0.7821988020095562
220,219,4273.404058293733,0.5054770804101381
220,363,1.7008077554794387,0.5000000000000695
221,220,4275.104866049215,1.1757847881845602
222,221,4275.104866049215,0.3186064617011776
223,222,4159.45679814063,0.4281477142511186
223,346,1404.583129139353,0.5277976623534681
224,223,5564.039927279985,0.9917306495766048
225,224,4170.368412788897,0.6259425756826338
225,330,999.2273025553575,0.5071241056569752
226,225,5169.595715344259,0.9531489139639446
227,226,5020.332081851375,0.39830860713454386
227,311,140.64289885963188,0.5000032500492028
228,227,5160.974980711006,1.1082212513640088
229,228,5126.306218200084,0.47624790928560734
229,277,885.2861244789332,0.5042766494368731
230,229,6011.592342679016,0.12357402847495728
231,56,1384.8999999999999,0.33336136626143414
231,230,3711.929903719654,0.29578431815997
232,58,7076.970096280346,0.35245159895496203
232,231,5096.829903719654,0.3210690757892849
233,232,12173.800000000003,1.6380226412299255
234,4,10223.900000000001,1.3628519821272886
235,234,10223.900000000001,1.3628519821272886
236,235,8547.7,0.13463607395465949
237,236,4810.963878657321,0.25379433656760086
238,55,2496.5622574161616,0.33362940723666534
238,61,0.0,0.333333333
238,237,3524.463633083507,0.2298455763639779
239,238,6021.025890499673,0.2359197637067608
240,239,4788.404888807984,0.4744498676837132
240,299,350.2227626504369,0.5001074768595521
241,240,5138.627651458422,0.9527864400285846
242,241,4136.854766343806,0.6258066376801482
242,317,223.7893180688583,0.5000178949013104
243,242,4360.644084412665,0.9455882182193167
244,243,4360.644084412665,0.39585183946983954
244,339,1773.9103655532601,0.5711683518340268
245,244,6134.554449965928,1.0808360196492424
246,245,4328.6699102729,0.6266462800093026
246,347,0.0,0.5
247,246,4328.6699102729,1.1762629505399191
248,247,4328.6699102729,0.39576564048343904
248,374,233.16547640019968,0.5000210996409795
249,248,4561.8353866730995,0.9031334118118588
250,249,4491.300663017872,0.36311541384970725
251,250,2351.0654764002,0.054561006393392224
251,391,1889.6872526703703,0.5910929240757111
252,208,2896.34727092943,0.33464282003916085
252,251,4240.75272907057,0.5272067852231195
253,252,7137.0999999999985,1.1551455588519777
254,15,3703.300000000002,1.0331796499934707
254,255,407.10000000000014,2.00000969059905
255,70,62.8,0.5000001111244995
255,254,3703.300000000002,2.0663592999869413
255,256,344.3000000000002,0.5000012394651349
256,78,1738.9327585521823,0.565326914880866
256,255,1445.8609404528822,0.5003854330999282
256,266,122.56179872404,1.9200758343003819
257,14,37.0,1.0000000003306155
257,258,125.19999999999997,2.0000000866889076
258,68,53.99092467329391,0.5000000607421474
258,257,37.0,2.000000000661231
258,259,71.20907532670606,0.5000000022669857
259,80,12.205243312975107,0.500000000162992
259,258,25.984966891277463,0.5000000000402102
259,267,59.278104997469086,1.9200757621593243
260,66,1343.1195806277988,0.5233310834456801
260,261,0.0,0.5
261,82,0.0,0.5
261,260,1343.1195806277988,0.5002880380672307
261,269,1253.0231729538116,1.860681452568319
262,13,592.8000000000002,1.0000217845703872
262,273,37.0,2.000000000661231
263,16,241.50000000000009,1.000000600046297
263,264,248.99999999999997,2.000001356262031
264,143,24.4,0.5000000025323897
264,263,241.50000000000009,2.000001200092594
264,265,2055.458914397645,0.5015743946397336
265,139,2797.0113359855477,0.9428775368741796
265,264,80.7161568855363,0.5000000037440486
265,266,3467.840799768543,1.025514342661514
266,24,4277.120913608399,0.14936554083353645
266,39,0.0,1.459848485
266,256,2395.7554977291056,1.9312324057061563
266,265,2732.0758440796685,1.0099579013152165
266,277,397.47468326497636,3.5799399928808815
267,24,5736.751511598414,0.150035012559778
267,39,0.0,1.459848485
267,259,24.953962786518304,1.9200757581313017
267,268,4100.473996574418,1.049933309058648
267,281,130.72345790980614,1.640151599048281
268,25,4986.861865434959,0.14961752894009242
268,40,0.0,1.320075758
268,267,5522.745095945567,1.1651448869223098
268,287,570.0669015512983,1.7201080343369721
269,25,6002.794897230266,0.15022772733273237
269,40,0.0,1.320075758
269,261,1343.1195806277988,1.8609198993259226
269,270,1310.088675256121,1.0005788477483466
269,290,2417.136509284438,2.5141852534682814
270,269,4533.616186640943,1.074560238802088
270,271,1310.088675256121,0.5802599298416934
271,192,452.89036785016543,0.5003012714717686
271,270,4533.616186640943,0.6231635319706399
271,272,1310.088675256121,0.5002894238741733
272,186,1551.8197654546127,0.5453434524256672
272,271,3477.6779730460244,0.5130796337891199
272,273,546.2000000000002,2.279960038735219
273,26,559.4836072531439,0.1490684098910516
273,41,0.0,1.0
273,262,592.8000000000002,2.0000435691407743
273,272,4093.0965262045775,0.2939390670122855
273,292,94.12529294384782,2.000000027653599
274,26,3055.580490885316,0.14914681404085564
274,41,0.0,1.0
274,275,501.60000000000014,2.000022334504747
274,293,1457.1512014830444,1.421204921956335
275,12,501.60000000000014,1.0000111672523735
275,274,488.2000000000001,2.0000200418273115
276,17,1183.9999999999995,1.000346675403185
276,296,648.3000000000002,2.0000623232800248
277,228,34.66876251092151,0.5000000103929773
277,266,687.2554330422994,3.5800660939303945
277,299,1244.374385278124,0.7203745356630903
278,100,0.0,0.5
278,279,0.0,0.5
279,104,0.0,0.5
279,278,0.0,0.5
279,280,0.0,0.420075758
280,279,0.0,0.420075758
280,300,0.0,0.420075758
281,267,192.97620986657614,1.6401519169455754
281,282,130.72345790980614,0.5799242717177641
282,281,192.97620986657614,0.5799243841197865
282,283,130.72345790980614,0.35984850344015407
283,98,0.0,0.5
283,282,192.97620986657614,0.3598485731866736
283,284,130.72345790980614,0.5000000256221088
284,106,0.0,0.5
284,283,192.97620986657614,0.5000001225330623
284,285,130.72345790980614,0.27992425634449875
285,284,192.97620986657614,0.27992431059994916
285,286,130.72345790980614,0.5799242717177641
286,285,192.97620986657614,0.5799243841197865
286,302,130.72345790980614,0.42007577952645353
287,268,886.3878688605412,1.7202630408026742
287,288,570.0669015512983,0.7200892698512674
288,96,0.0,0.5
288,287,886.3878688605412,0.7201541602479643
288,289,570.0669015512983,0.5000093822428524
289,108,24.148176939777944,0.5000000028245944
289,288,886.3878688605412,0.500054440277355
289,303,545.9187246115204,1.220094888339184
290,94,2256.900424279558,0.6742971807041163
290,269,216.15553763550935,2.5000009619855024
290,291,188.32788918209414,0.5000001106587044
291,110,0.0,0.5
291,290,244.2473418127245,0.5000003192629353
291,304,1083.4221345139758,1.280235239734406
292,273,267.04854015219365,2.0000017924398086
292,305,94.12529294384782,1.859848510715752
293,89,2925.905535405656,1.0237942569831584
293,274,3106.424480479276,1.4437459750984603
293,294,1218.4064929454833,0.5001953660511115
294,115,843.8197370819062,0.5035627043426917
294,293,5559.481279609505,0.5849600602028527
294,295,3764.269278955053,0.2899416203110189
295,294,6287.90101669141,0.3575121287779596
295,308,3764.269278955053,0.7458444132223644
296,276,1183.9999999999995,2.00069335080637
296,297,593.8588069003534,0.42008497534220274
296,310,54.44119309964659,1.5799242444465038
297,148,471.08207908044955,0.5003518250206496
297,296,893.9999999999998,0.4201230942570545
297,298,373.216616741413,0.5000017110456498
298,134,378.69654180367576,0.5001470399575686
298,297,893.9999999999998,0.5000563425241198
298,299,307.95780984105943,1.1401533234420214
299,239,1232.6210016916848,0.516490602442924
299,277,683.5377730874354,0.7201036558633848
299,298,739.3523108310585,1.1402116332752614
299,300,1032.0140306003377,1.0001958931278125
299,315,519.6532334434525,1.9201003544525646
300,280,0.0,0.420075758
300,299,1666.9083814473502,1.0013619196083
300,301,1032.0140306003377,0.5000979465639063
300,316,0.0,1.920075758
301,300,1666.9083814473502,0.50068095980415
301,302,1032.0140306003377,0.5000979465639063
302,27,2910.457061480861,0.14913147683671782
302,42,0.0,1.0
302,286,192.97620986657614,0.42007586094633803
302,301,1666.9083814473502,0.50068095980415
302,311,692.8449998851551,1.1401978698149746
303,27,2463.0723733769228,0.1491009807552084
303,28,3704.9855514998585,0.1492343898104359
303,42,0.0,1.0
303,43,0.0,1.540151515
303,289,886.3878688605412,1.2202086005253192
303,319,686.0436011963278,2.1402351599840475
304,28,2344.2351241551914,0.14909512118521284
304,43,0.0,1.540151515
304,291,244.2473418127245,1.279925059264741
304,305,3785.112219069108,0.9531414843181966
304,312,222.62788918209412,0.2799243630303958
305,292,267.04854015219365,1.8598501518332313
305,304,1350.4720886613275,0.9206157957225296
305,306,3518.063678916915,0.7393784819525187
305,321,0.0,3.279924242
306,198,2317.7718167444405,0.7055540637264953
306,305,1256.34679571748,0.7203923729745352
306,307,1333.201452810041,0.500278499397944
307,180,0.0,0.5
307,306,1388.5675513326692,0.5003328686132226
307,308,4579.968669867335,0.537741814693284
308,29,8528.44120745401,0.15371297099325934
308,44,0.0,1.0
308,295,6287.90101669141,0.9196624604023502
308,307,1388.5675513326692,0.5003328686132226
308,309,37.0,2.000000000661231
309,11,37.0,1.0000000003306155
309,308,485.8000000000001,2.0000196506199943
310,151,1382.660591996318,0.5264252498073204
310,296,290.0,1.579926213262563
310,313,54.44119309964659,0.27992424243346115
311,226,149.2636334928834,0.5000035346023538
311,302,1777.9594641079445,1.1421608490649913
311,317,543.5813663922717,0.7200868610191278
312,304,314.82432779749223,0.2799247267729821
312,320,222.62788918209412,2.7200769340747954
313,310,1552.9605919963178,0.28021452131758373
313,314,0.0,0.779924242
313,325,161.3343939700576,1.7200759852502967
314,131,0.0,0.5
314,313,106.89320087041098,0.2799242494955674
314,315,0.0,1.640151515
315,299,637.7150104369986,1.920132144439891
315,314,0.0,1.720075758
315,316,0.0,2.579924242
315,327,662.9861241908338,1.0799621625762283
316,300,0.0,1.920075758
316,315,143.3328907473814,1.000000086565953
316,317,1332.6689224560528,0.8603191691353224
316,328,311.4918852893374,1.0799259051343668
317,241,1001.7728851146153,0.5071957018243328
317,311,1637.3165652483126,0.7209764207876411
317,316,454.8247760367189,1.000007527985369
317,318,0.0,1.140151515
317,329,88.75659035555283,1.0799242540752965
318,317,0.0,1.140151515
318,319,0.0,1.0
319,303,1141.8142831174732,2.1407922571245455
319,318,0.0,0.859848485
319,320,28.94360119632795,1.0000000001242908
319,330,657.1,0.859876763998113
320,312,314.82432779749223,2.720080468628945
320,319,0.0,2.579924242
320,321,0.0,1.720075758
320,332,251.5714903784221,0.7200762660069102
321,305,0.0,3.279924242
321,320,0.0,1.640151515
321,333,0.0,0.720075758
321,334,0.0,0.279924242
322,18,1692.5999999999995,1.0014478833232208
322,323,2218.5715144910855,2.0085476771043136
323,153,1459.0999999999997,0.5323825819167187
323,322,1692.5999999999995,2.0028957666464415
323,324,1101.8202163492322,0.5001300015570371
324,129,508.91003762169686,0.5004792941772169
324,323,1692.5999999999995,0.5007239416616104
324,325,1578.2983658376597,0.580553449787424
325,313,1552.9605919963178,1.7218594635256705
325,324,1152.4794905360366,0.5801047298841581
325,326,0.0,0.859848485
325,340,1733.8633068933775,0.3604229951853717
326,325,0.0,0.859848485
326,327,0.0,1.579924242
327,315,637.7150104369986,1.079955955896238
327,326,0.0,1.579924242
327,328,918.6851794484706,1.0001460933731057
327,341,1401.0697074909042,1.000746719325299
328,316,1332.6689224560528,1.0805153963916476
328,327,738.0835833000701,1.000060867555214
328,329,1164.0263202413016,1.0003025029314996
328,342,974.5186384194724,1.0001264744213276
329,31,2761.209121552407,0.1491199107331706
329,46,0.0,1.0
329,317,1082.631209838017,1.0801859674314773
329,328,1401.1103364302053,1.000641504337852
329,343,1392.271162654019,1.0007026414966753
330,31,5365.156118566693,0.14980327455000833
330,46,0.0,1.0
330,224,1393.6715144910856,0.5269541679827368
330,319,1141.8142831174732,0.8601059159067393
330,331,1313.5506264992061,0.42029686019832024
330,339,0.0,0.640151515
331,330,2138.5273194272527,0.4216174166597417
331,332,1313.5506264992061,1.9210863684981072
332,32,1700.606775295565,0.14907575403797152
332,47,0.0,0.920075758
332,320,314.82432779749223,0.7200770050276601
332,331,2138.5273194272527,1.927122347486082
332,345,302.64806790858364,0.720076823699074
333,32,1907.5310918236944,0.149079999622559
333,47,0.0,0.940151515
333,321,0.0,0.720075758
333,334,1515.03815198593,0.42046692159041477
333,358,0.0,2.079924242
334,321,0.0,0.779924242
334,333,1907.5310918236944,0.4210511218095452
334,335,1515.03815198593,0.2801849001538201
335,200,243.36482301718218,0.5000250907388996
335,334,1907.5310918236944,0.28057419137189676
335,336,1273.566443069147,0.5002325679847454
336,178,85.2455468017819,0.5000003771021004
336,335,1738.0024003572796,0.5007995643349661
336,337,1188.320896267365,0.5001763123744286
337,29,7682.212636747556,0.15217951858321546
337,33,6647.65902717588,0.15077823574681365
337,44,0.0,3.0
337,48,0.0,1.0
337,336,1727.3051358049672,0.5007792859348752
337,338,802.6845324767789,2.0001464758586533
338,10,802.6845324767789,1.0000732379293267
338,337,104.54723678445447,2.0000000421156763
339,243,0.0,0.5
339,330,1773.9103655532601,0.641276416932015
339,344,0.0,0.420075758
340,30,1733.8633068933775,0.1490763519042475
340,45,0.0,1.0
340,325,2699.6706296180155,0.3632412154017537
340,351,0.0,1.720075758
341,30,3689.601162501991,0.14923271870346236
341,45,0.0,1.0
341,327,1556.4001898854692,1.0011351828689674
341,342,1201.6135756777335,1.000322196670246
341,353,919.934437726059,2.0002529531909086
342,328,1578.0100632488834,1.0009357536209524
342,341,1324.0316773127058,1.0004891360464891
342,343,655.5432085897232,1.0000378764236402
342,354,458.1788966893415,2.0000169927636913
343,329,1612.3012348972802,1.0012521349045684
343,342,807.6919355825752,1.0000872864161243
343,344,0.0,2.0
343,355,584.579227071444,2.000038302923604
344,339,0.0,0.420075758
344,343,0.0,2.0
344,356,0.0,2.0
345,332,135.48465841793674,0.7200758007955007
345,346,302.64806790858364,0.6401524624126426
346,222,115.64806790858363,0.5000012778939645
346,345,135.48465841793674,0.6401515530454477
346,347,1591.583129139353,1.0811463005344457
347,245,1805.8845396930253,0.5759719076780808
347,346,135.48465841793674,1.079924306181995
347,357,1591.583129139353,0.2802410084875277
348,18,457.59999999999997,1.0000077349993743
348,349,650.2284855089144,2.0000630641186325
349,156,0.0,0.5
349,348,457.59999999999997,2.0000154699987487
349,350,650.2284855089144,0.5000157660296581
350,126,649.9471192583555,0.5012747546344755
350,349,0.0,0.5
350,351,0.28136625055892467,0.859848485
351,340,0.0,1.720075758
351,350,0.0,0.859848485
351,352,0.0,0.720075758
351,367,0.28136625055892467,2.0
352,351,0.0,0.720075758
352,353,0.0,1.420075758
353,341,1660.1541412102881,2.002688707553213
353,352,0.0,1.420075758
353,354,149.00918618391893,1.0000001011150608
353,369,956.0552032993583,2.0002967865931245
354,342,1031.9396961608732,2.0004061213782
354,353,36.12076557329943,1.0000000003491334
354,355,138.4794207997302,1.0000000754231435
354,370,524.952020904457,2.0000295150225194
355,343,956.7580263075566,2.000289221876346
355,354,102.8938897884149,1.0000000229891026
355,356,0.0,2.0
355,371,481.6853372830292,2.000016805042027
356,344,0.0,2.0
356,355,0.0,2.0
356,357,0.0,2.0
356,372,0.0,2.0
