init_node,term_node,flow,travel time
60,59,1583.5334819570699,0.13183817785382526
60,61,599.37131,0.6501797119371504
60,63,2419.4332150000023,0.17881888499361828
60,65,0.0,0.244542
60,67,644.3979719999999,0.12635092236674772
60,69,851.4955999999997,0.19317589762634754
60,71,0.0,0.339724
60,72,0.0,0.112396
61,60,355.5126289999999,0.650056336868467
62,63,222.773741,0.052274206992839314
63,60,1113.8687050000003,0.14067119680604562
63,62,483.88664299999994,0.058246922345627214
63,65,1451.6599290000013,0.027493885640607417
64,65,222.773741,0.08270690967311567
65,60,0.0,0.240716
65,63,668.3212230000003,0.02867452998118298
65,64,483.88664299999994,0.08416323595709434
65,66,483.88664299999994,0.0884004126603551
66,65,222.773741,0.09631322383806834
67,60,310.02983099999994,0.13052030383143573
67,68,0.0,0.039206
67,69,194.332498,0.2793567351353935
68,67,0.0,0.041562
69,60,770.7126070000002,0.18346693948811127
69,67,310.301041,0.28122844137873054
69,70,0.0,0.077249
69,71,624.560928,0.24060733275749252
70,69,0.0,0.082871
71,35,0.0,0.120317
71,36,624.560928,0.20815769597497963
71,60,0.0,0.33739
71,69,562.289671,0.23816225913891234
72,59,0.0,0.081947
72,60,51.06139794404227,0.10915600769347575
73,49,0.0,0.253689
73,50,0.0,0.211827
74,47,440.439573,0.07973671585664212
74,48,2587.6973864616452,0.09844214491210676
