init_node,term_node,a0,a1
64,189,0.333333333,5.581632944673067e-17
65,64,0.349029327,5.581632944673067e-17
66,65,0.229037588,5.581632944673067e-17
67,66,0.272614622,5.581632944673067e-17
67,260,0.5,1.4288980338363053e-14
68,67,1.755679471,5.581632944673067e-17
69,68,0.272614622,5.581632944673067e-17
69,258,0.5,1.4288980338363053e-14
70,69,1.406650145,5.581632944673067e-17
71,70,0.272614622,5.581632944673067e-17
71,255,0.5,1.4288980338363053e-14
72,71,0.272614622,5.581632944673067e-17
73,72,0.468814539,5.581632944673067e-17
73,141,0.333333333,5.581632944673067e-17
74,73,1.090458488,5.581632944673067e-17
75,3,1.090458488,2.286236854138089e-17
76,75,1.090458488,5.581632944673067e-17
77,76,0.468814539,5.581632944673067e-17
77,141,0.333333333,5.581632944673067e-17
78,77,0.272614622,5.581632944673067e-17
79,78,0.272614622,5.581632944673067e-17
79,256,0.5,1.4288980338363053e-14
80,79,1.406650145,5.581632944673067e-17
81,80,0.272614622,5.581632944673067e-17
81,259,0.5,1.4288980338363053e-14
82,81,1.755679471,5.581632944673067e-17
83,82,0.272614622,5.581632944673067e-17
83,261,0.5,1.4288980338363053e-14
84,83,0.229037588,5.581632944673067e-17
85,84,0.349029327,5.581632944673067e-17
86,85,0.545229244,5.581632944673067e-17
86,189,0.333333333,5.581632944673067e-17
87,86,1.090458488,5.581632944673067e-17
88,1,1.090458488,2.286236854138089e-17
89,88,1.090458488,5.581632944673067e-17
90,89,0.272614622,5.581632944673067e-17
90,293,0.5,1.4288980338363053e-14
91,90,0.229037588,5.581632944673067e-17
92,91,0.316191656,5.581632944673067e-17
93,92,0.349029327,5.581632944673067e-17
93,183,0.333333333,5.581632944673067e-17
93,195,0.333333333,5.581632944673067e-17
94,93,0.697852127,5.581632944673067e-17
95,94,0.272614622,5.581632944673067e-17
95,290,0.5,1.4288980338363053e-14
96,95,1.243081371,5.581632944673067e-17
97,96,0.272614622,5.581632944673067e-17
97,288,0.5,1.4288980338363053e-14
98,97,0.621643949,5.581632944673067e-17
99,98,0.272614622,5.581632944673067e-17
99,283,0.5,1.4288980338363053e-14
100,99,0.392606361,5.581632944673067e-17
101,100,0.272614622,5.581632944673067e-17
101,278,0.5,1.4288980338363053e-14
102,101,0.774266832,5.581632944673067e-17
103,59,0.333333333,2.286236854138089e-17
103,61,0.333333333,2.286236854138089e-17
103,237,0.333333333,2.286236854138089e-17
104,103,0.774266832,5.581632944673067e-17
105,104,0.272614622,5.581632944673067e-17
105,279,0.5,1.4288980338363053e-14
106,105,0.392606361,5.581632944673067e-17
107,106,0.272614622,5.581632944673067e-17
107,284,0.5,1.4288980338363053e-14
108,107,0.621643949,5.581632944673067e-17
109,108,0.272614622,5.581632944673067e-17
109,289,0.5,1.4288980338363053e-14
110,109,1.243081371,5.581632944673067e-17
111,110,0.272614622,5.581632944673067e-17
111,291,0.5,1.4288980338363053e-14
112,111,0.697852127,5.581632944673067e-17
113,112,0.349029327,5.581632944673067e-17
113,183,0.333333333,5.581632944673067e-17
113,195,0.333333333,5.581632944673067e-17
114,113,0.316191656,5.581632944673067e-17
115,114,0.229037588,5.581632944673067e-17
116,115,0.272614622,5.581632944673067e-17
116,294,0.5,1.4288980338363053e-14
117,116,1.090458488,5.581632944673067e-17
118,5,1.090458488,2.286236854138089e-17
119,118,1.090458488,5.581632944673067e-17
120,119,0.272614622,5.581632944673067e-17
120,400,0.5,1.4288980338363053e-14
121,120,0.545229244,5.581632944673067e-17
122,121,0.621643949,5.581632944673067e-17
123,122,0.272614622,5.581632944673067e-17
123,382,0.5,1.4288980338363053e-14
124,123,0.8614209,5.581632944673067e-17
125,124,0.272614622,5.581632944673067e-17
125,366,0.5,1.4288980338363053e-14
126,125,0.8614209,5.581632944673067e-17
127,126,0.272614622,5.581632944673067e-17
127,350,0.5,1.4288980338363053e-14
128,127,0.621643949,5.581632944673067e-17
129,128,0.316191656,5.581632944673067e-17
130,129,0.272614622,5.581632944673067e-17
130,324,0.5,1.4288980338363053e-14
131,130,0.8614209,5.581632944673067e-17
132,131,0.316191656,5.581632944673067e-17
132,314,0.5,1.4288980338363053e-14
133,132,0.468814539,5.581632944673067e-17
134,133,0.349029327,5.581632944673067e-17
135,134,0.272614622,5.581632944673067e-17
135,298,0.5,1.4288980338363053e-14
136,135,0.152622883,5.581632944673067e-17
137,136,0.632383313,5.581632944673067e-17
138,60,0.333333333,2.286236854138089e-17
138,137,0.130937629,5.581632944673067e-17
138,236,0.333333333,2.286236854138089e-17
139,138,1.090458488,5.581632944673067e-17
140,139,0.272614622,5.581632944673067e-17
140,265,0.5,1.4288980338363053e-14
141,140,0.937835605,5.581632944673067e-17
142,72,0.333333333,5.581632944673067e-17
142,76,0.333333333,5.581632944673067e-17
143,142,0.937835605,5.581632944673067e-17
144,143,0.272614622,5.581632944673067e-17
144,264,0.5,1.4288980338363053e-14
145,144,0.894258571,5.581632944673067e-17
146,145,0.119991739,5.581632944673067e-17
147,57,0.333333333,2.286236854138089e-17
147,146,0.763320942,5.581632944673067e-17
148,147,0.229037588,5.581632944673067e-17
149,148,0.272614622,5.581632944673067e-17
149,297,0.5,1.4288980338363053e-14
150,149,0.349029327,5.581632944673067e-17
151,150,0.229037588,5.581632944673067e-17
152,151,0.621643949,5.581632944673067e-17
152,310,0.5,1.4288980338363053e-14
153,152,0.697852127,5.581632944673067e-17
154,153,0.272614622,5.581632944673067e-17
154,323,0.5,1.4288980338363053e-14
155,154,0.316191656,5.581632944673067e-17
156,155,0.621643949,5.581632944673067e-17
157,156,0.272614622,5.581632944673067e-17
157,349,0.5,1.4288980338363053e-14
158,157,0.8614209,5.581632944673067e-17
159,158,0.272614622,5.581632944673067e-17
159,365,0.5,1.4288980338363053e-14
160,159,0.8614209,5.581632944673067e-17
161,160,0.272614622,5.581632944673067e-17
161,381,0.5,1.4288980338363053e-14
162,161,0.621643949,5.581632944673067e-17
163,162,0.545229244,5.581632944673067e-17
164,163,0.272614622,5.581632944673067e-17
164,399,0.5,1.4288980338363053e-14
165,164,1.090458488,5.581632944673067e-17
166,6,1.090458488,2.286236854138089e-17
167,166,1.090458488,5.581632944673067e-17
168,167,0.272614622,5.581632944673067e-17
168,409,0.5,1.4288980338363053e-14
169,168,0.774266832,5.581632944673067e-17
170,169,0.349029327,5.581632944673067e-17
171,170,0.065468815,5.581632944673067e-17
171,216,0.333333333,5.581632944673067e-17
172,171,0.283560512,5.581632944673067e-17
172,393,0.5,1.4288980338363053e-14
173,172,0.50165221,5.581632944673067e-17
174,173,0.229037588,5.581632944673067e-17
175,174,0.272614622,5.581632944673067e-17
175,377,0.5,1.4288980338363053e-14
176,175,0.817843866,5.581632944673067e-17
177,176,0.272614622,5.581632944673067e-17
177,360,0.5,1.4288980338363053e-14
178,177,0.817843866,5.581632944673067e-17
179,178,0.272614622,5.581632944673067e-17
179,336,0.5,1.4288980338363053e-14
180,179,1.908302354,5.581632944673067e-17
181,180,0.272614622,5.581632944673067e-17
181,307,0.5,1.4288980338363053e-14
182,181,0.152622883,5.581632944673067e-17
183,182,0.392606361,5.581632944673067e-17
184,92,0.333333333,5.581632944673067e-17
184,112,0.333333333,5.581632944673067e-17
184,183,0.392606361,5.581632944673067e-17
185,184,0.741429162,5.581632944673067e-17
186,185,0.392606361,5.581632944673067e-17
187,186,0.272614622,5.581632944673067e-17
187,272,0.5,1.4288980338363053e-14
188,187,0.894258571,5.581632944673067e-17
189,188,0.774266832,5.581632944673067e-17
190,63,0.333333333,5.581632944673067e-17
190,85,0.333333333,5.581632944673067e-17
191,190,0.774266832,5.581632944673067e-17
192,191,0.894258571,5.581632944673067e-17
193,192,0.272614622,5.581632944673067e-17
193,271,0.5,1.4288980338363053e-14
194,193,0.392606361,5.581632944673067e-17
195,194,0.741429162,5.581632944673067e-17
196,92,0.333333333,5.581632944673067e-17
196,112,0.333333333,5.581632944673067e-17
196,195,0.392606361,5.581632944673067e-17
197,196,0.392606361,5.581632944673067e-17
198,197,0.152622883,5.581632944673067e-17
199,198,0.272614622,5.581632944673067e-17
199,306,0.5,1.4288980338363053e-14
200,199,1.908302354,5.581632944673067e-17
201,200,0.272614622,5.581632944673067e-17
201,335,0.5,1.4288980338363053e-14
202,201,0.817843866,5.581632944673067e-17
203,202,0.272614622,5.581632944673067e-17
203,359,0.5,1.4288980338363053e-14
204,203,0.817843866,5.581632944673067e-17
205,204,0.272614622,5.581632944673067e-17
205,376,0.5,1.4288980338363053e-14
206,205,0.229037588,5.581632944673067e-17
207,206,0.50165221,5.581632944673067e-17
208,207,0.283560512,5.581632944673067e-17
209,208,0.065468815,5.581632944673067e-17
209,392,0.5,1.4288980338363053e-14
210,209,0.349029327,5.581632944673067e-17
210,250,0.333333333,5.581632944673067e-17
211,210,0.774266832,5.581632944673067e-17
212,211,0.272614622,5.581632944673067e-17
212,408,0.5,1.4288980338363053e-14
213,212,1.090458488,5.581632944673067e-17
214,7,1.090458488,2.286236854138089e-17
215,214,1.090458488,2.286236854138089e-17
216,215,0.392606361,2.286236854138089e-17
217,169,0.333333333,5.581632944673067e-17
217,216,0.588806278,2.286236854138089e-17
218,217,0.283560512,2.286236854138089e-17
218,392,0.5,1.4288980338363053e-14
219,218,0.774266832,2.286236854138089e-17
220,219,0.50165221,2.286236854138089e-17
220,363,0.5,1.4288980338363053e-14
221,220,1.166873193,2.286236854138089e-17
222,221,0.316191656,2.286236854138089e-17
223,222,0.425237505,2.286236854138089e-17
223,346,0.5,1.4288980338363053e-14
224,223,0.970466749,2.286236854138089e-17
225,224,0.621643949,2.286236854138089e-17
225,330,0.5,1.4288980338363053e-14
226,225,0.937835605,2.286236854138089e-17
227,226,0.392606361,2.286236854138089e-17
227,311,0.5,1.4288980338363053e-14
228,227,1.090458488,2.286236854138089e-17
229,228,0.468814539,2.286236854138089e-17
229,277,0.5,1.4288980338363053e-14
230,229,0.119991739,2.286236854138089e-17
231,56,0.333333333,2.286236854138089e-17
231,230,0.294506402,2.286236854138089e-17
232,58,0.333333333,2.286236854138089e-17
232,231,0.316191656,2.286236854138089e-17
233,232,1.090458488,2.286236854138089e-17
234,4,1.090458488,2.286236854138089e-17
235,234,1.090458488,2.286236854138089e-17
236,235,0.119991739,2.286236854138089e-17
237,236,0.250722842,2.286236854138089e-17
238,55,0.333333333,2.286236854138089e-17
238,61,0.333333333,2.286236854138089e-17
238,237,0.229037588,2.286236854138089e-17
239,238,0.229037588,2.286236854138089e-17
240,239,0.468814539,2.286236854138089e-17
240,299,0.5,1.4288980338363053e-14
241,240,0.937835605,2.286236854138089e-17
242,241,0.621643949,2.286236854138089e-17
242,317,0.5,1.4288980338363053e-14
243,242,0.937835605,2.286236854138089e-17
244,243,0.392606361,2.286236854138089e-17
244,339,0.5,1.4288980338363053e-14
245,244,1.046881454,2.286236854138089e-17
246,245,0.621643949,2.286236854138089e-17
246,347,0.5,1.4288980338363053e-14
247,246,1.166873193,2.286236854138089e-17
248,247,0.392606361,2.286236854138089e-17
248,374,0.5,1.4288980338363053e-14
249,248,0.894258571,2.286236854138089e-17
250,249,0.359768691,2.286236854138089e-17
251,250,0.054522924,2.286236854138089e-17
251,391,0.5,1.4288980338363053e-14
252,208,0.333333333,5.581632944673067e-17
252,251,0.523337464,2.286236854138089e-17
253,252,1.090458488,2.286236854138089e-17
254,15,1,1.7640716467114877e-16
254,255,2,1.7640716467114877e-16
255,70,0.5,1.4288980338363053e-14
255,254,2,1.7640716467114877e-16
255,256,0.5,1.7640716467114877e-16
256,78,0.5,1.4288980338363053e-14
256,255,0.5,1.7640716467114877e-16
256,266,1.920075758,1.7640716467114877e-16
257,14,1,1.7640716467114877e-16
257,258,2,1.7640716467114877e-16
258,68,0.5,1.4288980338363053e-14
258,257,2,1.7640716467114877e-16
258,259,0.5,1.7640716467114877e-16
259,80,0.5,1.4288980338363053e-14
259,258,0.5,1.7640716467114877e-16
259,267,1.920075758,1.7640716467114877e-16
260,66,0.5,1.4288980338363053e-14
260,261,0.5,1.7640716467114877e-16
261,82,0.5,1.4288980338363053e-14
261,260,0.5,1.7640716467114877e-16
261,269,1.859848485,1.7640716467114877e-16
262,13,1,1.7640716467114877e-16
262,273,2,1.7640716467114877e-16
263,16,1,1.7640716467114877e-16
263,264,2,1.7640716467114877e-16
264,143,0.5,1.4288980338363053e-14
264,263,2,1.7640716467114877e-16
264,265,0.5,1.7640716467114877e-16
265,139,0.5,1.4288980338363053e-14
265,264,0.5,1.7640716467114877e-16
265,266,1,1.7640716467114877e-16
266,24,0.149068323,5.951262115103313e-18
266,39,1.459848485,1.7640716467114877e-16
266,256,1.920075758,1.7640716467114877e-16
266,265,1,1.7640716467114877e-16
266,277,3.579924242,1.7640716467114877e-16
267,24,0.149068323,5.951262115103313e-18
267,39,1.459848485,1.7640716467114877e-16
267,259,1.920075758,1.7640716467114877e-16
267,268,1,1.7640716467114877e-16
267,281,1.640151515,1.7640716467114877e-16
268,25,0.149068323,5.951262115103313e-18
268,40,1.320075758,1.7640716467114877e-16
268,267,1,1.7640716467114877e-16
268,287,1.720075758,1.7640716467114877e-16
269,25,0.149068323,5.951262115103313e-18
269,40,1.320075758,1.7640716467114877e-16
269,261,1.859848485,1.7640716467114877e-16
269,270,1,1.7640716467114877e-16
269,290,2.5,1.7640716467114877e-16
270,269,1,1.7640716467114877e-16
270,271,0.579924242,1.7640716467114877e-16
271,192,0.5,1.4288980338363053e-14
271,270,0.579924242,1.7640716467114877e-16
271,272,0.5,1.7640716467114877e-16
272,186,0.5,1.4288980338363053e-14
272,271,0.5,1.7640716467114877e-16
272,273,2.279924242,1.7640716467114877e-16
273,26,0.149068323,5.951262115103313e-18
273,41,1,1.7640716467114877e-16
273,262,2,1.7640716467114877e-16
273,272,0.279924242,1.7640716467114877e-16
273,292,2,1.7640716467114877e-16
274,26,0.149068323,5.951262115103313e-18
274,41,1,1.7640716467114877e-16
274,275,2,1.7640716467114877e-16
274,293,1.420075758,1.7640716467114877e-16
275,12,1,1.7640716467114877e-16
275,274,2,1.7640716467114877e-16
276,17,1,1.7640716467114877e-16
276,296,2,1.7640716467114877e-16
277,228,0.5,1.4288980338363053e-14
277,266,3.579924242,1.7640716467114877e-16
277,299,0.720075758,1.7640716467114877e-16
278,100,0.5,1.4288980338363053e-14
278,279,0.5,1.7640716467114877e-16
279,104,0.5,1.4288980338363053e-14
279,278,0.5,1.7640716467114877e-16
279,280,0.420075758,1.7640716467114877e-16
280,279,0.420075758,1.7640716467114877e-16
280,300,0.420075758,1.7640716467114877e-16
281,267,1.640151515,1.7640716467114877e-16
281,282,0.579924242,1.7640716467114877e-16
282,281,0.579924242,1.7640716467114877e-16
282,283,0.359848485,1.7640716467114877e-16
283,98,0.5,1.4288980338363053e-14
283,282,0.359848485,1.7640716467114877e-16
283,284,0.5,1.7640716467114877e-16
284,106,0.5,1.4288980338363053e-14
284,283,0.5,1.7640716467114877e-16
284,285,0.279924242,1.7640716467114877e-16
285,284,0.279924242,1.7640716467114877e-16
285,286,0.579924242,1.7640716467114877e-16
286,285,0.579924242,1.7640716467114877e-16
286,302,0.420075758,1.7640716467114877e-16
287,268,1.720075758,1.7640716467114877e-16
287,288,0.720075758,1.7640716467114877e-16
288,96,0.5,1.4288980338363053e-14
288,287,0.720075758,1.7640716467114877e-16
288,289,0.5,1.7640716467114877e-16
289,108,0.5,1.4288980338363053e-14
289,288,0.5,1.7640716467114877e-16
289,303,1.220075758,1.7640716467114877e-16
290,94,0.5,1.4288980338363053e-14
290,269,2.5,1.7640716467114877e-16
290,291,0.5,1.7640716467114877e-16
291,110,0.5,1.4288980338363053e-14
291,290,0.5,1.7640716467114877e-16
291,304,1.279924242,1.7640716467114877e-16
292,273,2,1.7640716467114877e-16
292,305,1.859848485,1.7640716467114877e-16
293,89,0.5,1.4288980338363053e-14
293,274,1.420075758,1.7640716467114877e-16
293,294,0.5,1.7640716467114877e-16
294,115,0.5,1.4288980338363053e-14
294,293,0.5,1.7640716467114877e-16
294,295,0.279924242,1.7640716467114877e-16
295,294,0.279924242,1.7640716467114877e-16
295,308,0.720075758,1.7640716467114877e-16
296,276,2,1.7640716467114877e-16
296,297,0.420075758,1.7640716467114877e-16
296,310,1.579924242,1.7640716467114877e-16
297,148,0.5,1.4288980338363053e-14
297,296,0.420075758,1.7640716467114877e-16
297,298,0.5,1.7640716467114877e-16
298,134,0.5,1.4288980338363053e-14
298,297,0.5,1.7640716467114877e-16
298,299,1.140151515,1.7640716467114877e-16
299,239,0.5,1.4288980338363053e-14
299,277,0.720075758,1.7640716467114877e-16
299,298,1.140151515,1.7640716467114877e-16
299,300,1,1.7640716467114877e-16
299,315,1.920075758,1.7640716467114877e-16
300,280,0.420075758,1.7640716467114877e-16
300,299,1,1.7640716467114877e-16
300,301,0.5,1.7640716467114877e-16
300,316,1.920075758,1.7640716467114877e-16
301,300,0.5,1.7640716467114877e-16
301,302,0.5,1.7640716467114877e-16
302,27,0.149068323,5.951262115103313e-18
302,42,1,1.7640716467114877e-16
302,286,0.420075758,1.7640716467114877e-16
302,301,0.5,1.7640716467114877e-16
302,311,1.140151515,1.7640716467114877e-16
303,27,0.149068323,5.951262115103313e-18
303,28,0.149068323,5.951262115103313e-18
303,42,1,1.7640716467114877e-16
303,43,1.540151515,1.7640716467114877e-16
303,289,1.220075758,1.7640716467114877e-16
303,319,2.140151515,1.7640716467114877e-16
304,28,0.149068323,5.951262115103313e-18
304,43,1.540151515,1.7640716467114877e-16
304,291,1.279924242,1.7640716467114877e-16
304,305,0.920075758,1.7640716467114877e-16
304,312,0.279924242,1.7640716467114877e-16
305,292,1.859848485,1.7640716467114877e-16
305,304,0.920075758,1.7640716467114877e-16
305,306,0.720075758,1.7640716467114877e-16
305,321,3.279924242,1.7640716467114877e-16
306,198,0.5,1.4288980338363053e-14
306,305,0.720075758,1.7640716467114877e-16
306,307,0.5,1.7640716467114877e-16
307,180,0.5,1.4288980338363053e-14
307,306,0.5,1.7640716467114877e-16
307,308,0.5,1.7640716467114877e-16
308,29,0.149068323,5.951262115103313e-18
308,44,1,1.7640716467114877e-16
308,295,0.720075758,1.7640716467114877e-16
308,307,0.5,1.7640716467114877e-16
308,309,2,1.7640716467114877e-16
309,11,1,1.7640716467114877e-16
309,308,2,1.7640716467114877e-16
310,151,0.5,1.4288980338363053e-14
310,296,1.579924242,1.7640716467114877e-16
310,313,0.279924242,1.7640716467114877e-16
311,226,0.5,1.4288980338363053e-14
311,302,1.140151515,1.7640716467114877e-16
311,317,0.720075758,1.7640716467114877e-16
312,304,0.279924242,1.7640716467114877e-16
312,320,2.720075758,1.7640716467114877e-16
313,310,0.279924242,1.7640716467114877e-16
313,314,0.779924242,1.7640716467114877e-16
313,325,1.720075758,1.7640716467114877e-16
314,131,0.5,1.4288980338363053e-14
314,313,0.279924242,1.7640716467114877e-16
314,315,1.640151515,1.7640716467114877e-16
315,299,1.920075758,1.7640716467114877e-16
315,314,1.720075758,1.7640716467114877e-16
315,316,2.579924242,1.7640716467114877e-16
315,327,1.079924242,1.7640716467114877e-16
316,300,1.920075758,1.7640716467114877e-16
316,315,1,1.7640716467114877e-16
316,317,0.859848485,1.7640716467114877e-16
316,328,1.079924242,1.7640716467114877e-16
317,241,0.5,1.4288980338363053e-14
317,311,0.720075758,1.7640716467114877e-16
317,316,1,1.7640716467114877e-16
317,318,1.140151515,1.7640716467114877e-16
317,329,1.079924242,1.7640716467114877e-16
318,317,1.140151515,1.7640716467114877e-16
318,319,1,1.7640716467114877e-16
319,303,2.140151515,1.7640716467114877e-16
319,318,0.859848485,1.7640716467114877e-16
319,320,1,1.7640716467114877e-16
319,330,0.859848485,1.7640716467114877e-16
320,312,2.720075758,1.7640716467114877e-16
320,319,2.579924242,1.7640716467114877e-16
320,321,1.720075758,1.7640716467114877e-16
320,332,0.720075758,1.7640716467114877e-16
321,305,3.279924242,1.7640716467114877e-16
321,320,1.640151515,1.7640716467114877e-16
321,333,0.720075758,1.7640716467114877e-16
321,334,0.279924242,1.7640716467114877e-16
322,18,1,1.7640716467114877e-16
322,323,2,1.7640716467114877e-16
323,153,0.5,1.4288980338363053e-14
323,322,2,1.7640716467114877e-16
323,324,0.5,1.7640716467114877e-16
324,129,0.5,1.4288980338363053e-14
324,323,0.5,1.7640716467114877e-16
324,325,0.579924242,1.7640716467114877e-16
325,313,1.720075758,1.7640716467114877e-16
325,324,0.579924242,1.7640716467114877e-16
325,326,0.859848485,1.7640716467114877e-16
325,340,0.359848485,1.7640716467114877e-16
326,325,0.859848485,1.7640716467114877e-16
326,327,1.579924242,1.7640716467114877e-16
327,315,1.079924242,1.7640716467114877e-16
327,326,1.579924242,1.7640716467114877e-16
327,328,1,1.7640716467114877e-16
327,341,1,1.7640716467114877e-16
328,316,1.079924242,1.7640716467114877e-16
328,327,1,1.7640716467114877e-16
328,329,1,1.7640716467114877e-16
328,342,1,1.7640716467114877e-16
329,31,0.149068323,5.951262115103313e-18
329,46,1,1.7640716467114877e-16
329,317,1.079924242,1.7640716467114877e-16
329,328,1,1.7640716467114877e-16
329,343,1,1.7640716467114877e-16
330,31,0.149068323,5.951262115103313e-18
330,46,1,1.7640716467114877e-16
330,224,0.5,1.4288980338363053e-14
330,319,0.859848485,1.7640716467114877e-16
330,331,0.420075758,1.7640716467114877e-16
330,339,0.640151515,1.7640716467114877e-16
331,330,0.420075758,1.7640716467114877e-16
331,332,1.920075758,1.7640716467114877e-16
332,32,0.149068323,5.951262115103313e-18
332,47,0.920075758,1.7640716467114877e-16
332,320,0.720075758,1.7640716467114877e-16
332,331,1.920075758,1.7640716467114877e-16
332,345,0.720075758,1.7640716467114877e-16
333,32,0.149068323,5.951262115103313e-18
333,47,0.940151515,1.7640716467114877e-16
333,321,0.720075758,1.7640716467114877e-16
333,334,0.420075758,1.7640716467114877e-16
333,358,2.079924242,1.7640716467114877e-16
334,321,0.779924242,1.7640716467114877e-16
334,333,0.420075758,1.7640716467114877e-16
334,335,0.279924242,1.7640716467114877e-16
335,200,0.5,1.4288980338363053e-14
335,334,0.279924242,1.7640716467114877e-16
335,336,0.5,1.7640716467114877e-16
336,178,0.5,1.4288980338363053e-14
336,335,0.5,1.7640716467114877e-16
336,337,0.5,1.7640716467114877e-16
337,29,0.149068323,5.951262115103313e-18
337,33,0.149068323,5.951262115103313e-18
337,44,3,1.7640716467114877e-16
337,48,1,1.7640716467114877e-16
337,336,0.5,1.7640716467114877e-16
337,338,2,1.7640716467114877e-16
338,10,1,1.7640716467114877e-16
338,337,2,1.7640716467114877e-16
339,243,0.5,1.4288980338363053e-14
339,330,0.640151515,1.7640716467114877e-16
339,344,0.420075758,1.7640716467114877e-16
340,30,0.149068323,5.951262115103313e-18
340,45,1,1.7640716467114877e-16
340,325,0.359848485,1.7640716467114877e-16
340,351,1.720075758,1.7640716467114877e-16
341,30,0.149068323,5.951262115103313e-18
341,45,1,1.7640716467114877e-16
341,327,1,1.7640716467114877e-16
341,342,1,1.7640716467114877e-16
341,353,2,1.7640716467114877e-16
342,328,1,1.7640716467114877e-16
342,341,1,1.7640716467114877e-16
342,343,1,1.7640716467114877e-16
342,354,2,1.7640716467114877e-16
343,329,1,1.7640716467114877e-16
343,342,1,1.7640716467114877e-16
343,344,2,1.7640716467114877e-16
343,355,2,1.7640716467114877e-16
344,339,0.420075758,1.7640716467114877e-16
344,343,2,1.7640716467114877e-16
344,356,2,1.7640716467114877e-16
345,332,0.720075758,1.7640716467114877e-16
345,346,0.640151515,1.7640716467114877e-16
346,222,0.5,1.4288980338363053e-14
346,345,0.640151515,1.7640716467114877e-16
